0x0068a848,RegisterInterruptHandler
0xf800c630,CPutChar_FW
0xf800c658,GetCh_FW
0xf800c6a8,GetStringWithPrompt_FW
0xf800c748,OpenConsole_FW
0xf800c874,CloseConsole_FW
0xf800cc4c,task_Startup
0xf800cda8,_uartr_req
0xf800ce38,task_UartLog
0xf800cfdc,StartRedirectUART_FW
0xf800d0f0,StopRedirectUART_FW
0xf800d280,sprintf_FW
0xf800d2c4,vsprintf
0xf800d414,strcpy
0xf800d414,strcpy_FW
0xf800d42c,memcmp
0xf800d42c,memcmp_FW
0xf800d528,j_strcmp_FW
0xf800d528,strcmp
0xf800d550,strcmp_FW
0xf801dfc4,RegComEventProc_FW
0xf801e488,task_StartupImage
0xf801f5c8,task_BatteryTask
0xf801fc50,GetVBatVoltage_FW
0xf801fc50,VbattGet
0xf801fc50,VbattGet_FW
0xf8020cfc,kbd_p2_f
0xf8021060,task_PhySw
0xf8021450,GetSwitchStatus_FW
0xf80214bc,GetSDDetect_FW
0xf80214c4,GetSDProtect
0xf80214c4,GetSDProtect_FW
0xf80214e8,GetDialEventId_FW
0xf80214ec,GetLcdPosition_FW
0xf80214f4,GetBatteryCoverClose_FW
0xf80214fc,IsHvSensorExist_FW
0xf8021508,kbd_read_keys
0xf8021558,kbd_p1_f
0xf8021564,kbd_p1_f_cont
0xf8022414,EngDrvOut
0xf802242c,EngDrvIn
0xf8022434,EngDrvRead
0xf8022448,EngDrvBits
0xf8022704,DisplayFactoryMode_FW
0xf8022710,UndisplayFactoryMode_FW
0xf8022880,StopPtpipServiceForFAWLAN_FW
0xf8022b98,SetWLANFactoryMode_FW
0xf8022bd8,ClearWLANFactoryMode_FW
0xf8022c18,SetSSIDForFAWLAN_FW
0xf802304c,SetDurianMode_FW
0xf802308c,ClearDurianMode_FW
0xf802308c,ClearFactoryMode_FW
0xf80230cc,SetFactoryMode_FW
0xf802310c,ClearDUIDFixFlag_FW
0xf8023144,SetDUIDFixFlag_FW
0xf8023238,ClearFactoryMasterFlag_FW
0xf8023244,SetFactoryMasterFlag_FW
0xf8023250,ClearFactoryMasterROMProtection_FW
0xf8023274,SetFactoryMasterROMProtection_FW
0xf8023298,IsFactoryMode_FW
0xf8023300,IsDUIDFixFlag_FW
0xf8023348,IsNormalCameraMode_FW
0xf8023360,StartFactoryModeController_FW
0xf8023bf0,RenameFile_Fut
0xf8023cf8,DeleteDirectory_Fut
0xf8023d50,Fopen_Fut
0xf8023d50,Fopen_Fut_FW
0xf8023d90,Fclose_Fut
0xf8023d90,Fclose_Fut_FW
0xf8023e3c,Fread_Fut
0xf8023e3c,Fread_Fut_FW
0xf8023e90,Fwrite_Fut
0xf8023e90,Fwrite_Fut_FW
0xf8023ee4,Fgets_Fut
0xf8023f30,Fseek_Fut
0xf8023f30,Fseek_Fut_FW
0xf8023f7c,Feof_Fut
0xf8023fb8,Fflush_Fut
0xf8024230,Open
0xf8024230,Open_FW
0xf80242f8,Close
0xf80242f8,Close_FW
0xf802434c,Write
0xf802434c,write
0xf802434c,Write_FW
0xf80243a0,j_Open_FW
0xf80243a4,j_Close_FW
0xf80244a4,j_Read_FW
0xf80244a8,j_Write_FW
0xf8024514,Lseek
0xf8024514,lseek
0xf8024514,Lseek_FW
0xf8024534,OpenForScrip_FW
0xf802455c,stat
0xf8024684,SetFileTimeStamp
0xf80246fc,SetFileAttributes
0xf8024794,mkdir
0xf8036518,j_StartCameraLog_FW
0xf803651c,j_ShowCameraLog_FW
0xf8036520,j_ShowCameraLogInfo_FW
0xf8036524,j_StopCameraLog_FW
0xf8036528,j_PutsCameraLogEvent_FW
0xf803652c,OpLog.Create_FW
0xf80365a8,j_NewTaskShell_FW
0xf80365ac,j_ExMem.View_FW
0xf80365b0,j_ExMem.AllocUncacheable_FW
0xf80365b4,j_ExMem.FreeUncacheable_FW
0xf80365b8,j_ExMem.AllocCacheable_FW
0xf80365bc,j_ExMem.FreeCacheable_FW
0xf80365c0,ExMem_FW
0xf80375a0,SS.GetDigitalZoomPosition_FW
0xf8037bb8,DoAFLock
0xf8037bf0,UnlockAF
0xf8037f38,EnterToCompensationEVF
0xf8037f7c,ExitFromCompensationEVF
0xf8037fdc,DoAELock
0xf8038000,UnlockAE
0xf8039ad4,AllocateUncacheableMemory
0xf8039b14,FreeUncacheableMemory
0xf8039d70,_GetSystemTime
0xf8039ea8,SetTimerAfter
0xf8039f28,SetTimerWhen
0xf8039f8c,CancelTimer
0xf803b07c,TurnOffE1_FW
0xf803b128,task_Bye
0xf803b30c,Restart
0xf803b7d8,HardwareDefectWithRestart_FW
0xf803b82c,HardwareDefect_FW
0xf803c1cc,strtolx
0xf803c3c8,strtol
0xf803c3dc,srand
0xf803c3e8,rand
0xf803c418,memcpy
0xf803c418,memcpy_FW
0xf804a1a4,ExpCtrlTool_StartContiAE
0xf804a30c,ExpCtrlTool_StopContiAE
0xf804c7bc,task_WBCtrl
0xf804f554,task_FrameTask
0xf8052160,task_AFTask
0xf80532e0,GetMacroSupportZoomPoint_FW
0xf80547c4,task_GapMan
0xf805ba1c,LiveImageTool.GetDzoomPosition_FW
0xf805c31c,GetVRAMHPixelsSize
0xf805c31c,GetVRAMHPixelsSize_FW
0xf805c328,GetVRAMVPixelsSize
0xf805c328,GetVRAMVPixelsSize_FW
0xf805c334,GetMovieJpegVRAMHPixelsSize_FW
0xf805c340,GetMovieJpegVRAMVPixelsSize_FW
0xf8063228,InitializeWLAN_FW
0xf8063238,TerminateWLAN_FW
0xf806334c,LeaveWLANNetwork_FW
0xf8066b30,UIFS_CancelStoreLensTimer_FW
0xf8066d40,PB2Rec
0xf8066d80,Rec2PB
0xf80675a8,task_InitFileModules
0xf80675e0,task_CommonDrivers
0xf806b230,UIFS_StartMovieRecord_FW
0xf806b254,UIFS_StopMovieRecord_FW
0xf806d12c,UnsetZoomForMovie
0xf806d64c,UIFS_GetNumOfOptZoomPos_FW
0xf806d7ac,UIFS_MoveZoomTo_FW
0xf807117c,UIFS_IsAvailableShots_FW
0xf8071794,UIFS_GetStillShotableNumber_FW
0xf8071798,UIFS_GetMovieRecoadableNumber_FW
0xf8074d10,DispCon_ShowColorBar_FW
0xf8074d9c,DispCon_ShowFiveStep_FW
0xf8074eec,DispCon_ShowWhiteChart_FW
0xf8074f40,DispCon_ShowBlackChart_FW
0xf8074f5c,DispCon_ShowBitmapColorBar
0xf8074f5c,DispCon_ShowBitmapColorBar_FW
0xf8074fcc,DispCon_ShowCustomColorBar_FW
0xf8075038,DispCon_SetDisplayType_FW
0xf8075058,DispCon_ShowColorChart_FW
0xf807507c,DispCon_ShowWhiteLine_FW
0xf8075238,DispCon_ShowNStepsChart_FW
0xf80753b4,DispCon_TurnOnDisplay_FW
0xf80753b4,TurnOnDisplay
0xf80753c4,DispCon_TurnOffDisplay_FW
0xf80753c4,TurnOffDisplay
0xf80753d4,DispCon_TurnOnBackLight_FW
0xf80753e4,DispCon_TurnOffBackLight_FW
0xf80753f4,DispCon_SetMaxBackLightBrightness_FW
0xf8075480,DispCon_SetVideoAdjParameter_FW
0xf807550c,DispCon_GetVideoAdjParameter_FW
0xf8075574,DispCon_ShowVideoAdjParameter_FW
0xf80755ac,DispCon_SaveVideoAdjParameter_FW
0xf80756a4,DispCon_SetLcdGainAdjParameter_FW
0xf80756f0,DispCon_GetLcdGainAdjParameter_FW
0xf807572c,DispCon_ShowLcdGainAdjParameter_FW
0xf807573c,DispCon_SaveLcdGainAdjParameter_FW
0xf8075758,DispCon_ShowHdChart_FW
0xf80766dc,GetAdVBattBottom_FW
0xf80766e4,GetAdChValue_FW
0xf807671c,_avsShowAdjData_FW
0xf8076910,_avsInit_FW
0xf80769e8,_avsExec_FW
0xf8076a58,task_AvsTask
0xf8076c38,CheckAvs_FW
0xf8076d2c,_avsLoadParamData_FW
0xf8076d68,_avsSaveAdjData_FW
0xf8076da8,_avsChk_FW
0xf80779c8,GetSlantData_FW
0xf8077b38,j_GetX_AxisAcceleration_FW
0xf8077b3c,j_GetY_AxisAcceleration_FW
0xf8077b40,j_GetZ_AxisAcceleration_FW
0xf8077b44,GetAccelerometerDataWithCorrect_FW
0xf8077b74,CalcAccelerometerAtanAngle_FW
0xf8077b84,j_GetSlantData_FW
0xf8077b88,EnableAcceleLogWrite_FW
0xf8077b9c,DisableAcceleLogWrite_FW
0xf8077bcc,EnableAcceleLogRead_FW
0xf8077be0,DisableAcceleLogRead_FW
0xf8077c10,StartAcceleSlantMotionDetect_FW
0xf8077c18,StopAcceleSlantMotionDetect_FW
0xf8077c20,LoadAcceleParamFromFile_FW
0xf8077c88,RegisterElecLevelInfoNotifyCBR_FW
0xf8077ca4,UnRegisterElecLevelInfoNotifyCBR_FW
0xf8077cb8,EnableHvUpdate_FW
0xf8077cc8,DisableHvUpdate_FW
0xf8077cd8,j_GetSlantAngle_FW
0xf8079464,task_BeepTask
0xf80797e4,BeepDrive_FW
0xf8079804,BeepDriveComp_FW
0xf8079960,Dcdc_Bl_Pwr_Ctrl_FW
0xf8079c2c,Dcdc_Set_Avs_Voltage_Step_FW
0xf8079cdc,Dcdc_Get_Avs_Voltage_Step_FW
0xf8079d6c,Dcdc_Down_Avs_Voltage_Step_FW
0xf8079e20,Dcdc_Up_Avs_Voltage_Step_FW
0xf807a0a8,task_HecMngTask
0xf807a3d8,ChangePowerState_FW
0xf807a460,HdmiHpd5VOutput_FW
0xf807a954,task_LEDCon
0xf807b2f4,kbd_read_keys_r2
0xf807baa0,GetKbdState
0xf807bdb8,task_RotaryEncoder
0xf807dbc0,TurnOnVideoOutMode_FW
0xf807dbf8,TurnOffVideoOutMode_FW
0xf807e290,GetInputAverageLevel_FW
0xf807e2a8,SetStereoSeparation_FW
0xf807f280,task_Thermometer
0xf807f478,GetCCDTemperature
0xf807f478,GetCCDTemperature_FW
0xf807f4ec,GetBatteryTemperature
0xf807f4ec,GetBatteryTemperature_FW
0xf807f560,GetOpticalTemperature
0xf807f560,GetOpticalTemperature_FW
0xf807f610,IsOpticalTemperature_FW
0xf807f644,IsCCDTemperature_FW
0xf807f678,IsBatteryTemperature_FW
0xf807f6c8,j_GetOpticalTemperature_FW
0xf807f6cc,j_GetCCDTemperature_FW
0xf807f6d0,j_GetBatteryTemperature_FW
0xf807f6d4,j_IsOpticalTemperature_FW
0xf807f6d8,j_IsCCDTemperature_FW
0xf807f6dc,j_IsBatteryTemperature_FW
0xf807fee4,TP_FirmwareUpdate_FW
0xf807ff24,TP_GetFirmwareVersion_FW
0xf8080d84,task_TouchPanel
0xf80813c4,TouchPanelExecRawDiffTest_FW
0xf80814e0,TouchPanelExecIDACTest_FW
0xf8081558,TouchPanelExecBaselinesTest_FW
0xf8081578,TouchPanelExecPinShortTest_FW
0xf808160c,TouchPanelSetSensitive_FW
0xf8081628,TouchPanelSetLowPowerMode_FW
0xf8081638,TouchPanelSetActiveDistance_FW
0xf8081648,TouchPanelStartPrintPosition_FW
0xf8081668,TouchPanelStopPrintPosition_FW
0xf8081678,TouchPanelStartPolling_FW
0xf80816a4,TurnOnTouchPanel_FW
0xf80817c0,TouchPanelSetPolMode_FW
0xf80817c4,TouchPanelSetFilter_FW
0xf8081810,TurnOffTouchPanel_FW
0xf8084d34,EraseAdjustmentArea_FW
0xf8084d60,DumpAdjMirror_FW
0xf8084d88,GetAdjTableVersion_FW
0xf8084dbc,j_GetAdjTableVersion_FW
0xf8084dc0,GetAdjTableMapVersion_FW
0xf8084dd0,GetAdjTableValueVersion_FW
0xf8084de4,ShowDefaultAdjTableVersion_FW
0xf8084e84,LoadAdjustmentTable_FW
0xf8084ebc,LoadDefectAdjTable_FW
0xf808523c,SaveAdjustmentTable_FW
0xf80852a8,SaveDefectAdjTable_FW
0xf80852cc,SaveAdjustmentValue_FW
0xf8085304,LoadAdjustmentValue_FW
0xf8085328,PrintAdjTableMap_FW
0xf8085630,CreateAdjustmentTableMirror_FW
0xf8085638,RefreshAdjustmentTableMirror_FW
0xf8085640,CreateDefectTableMirror_FW
0xf8085648,RefreshDefectTableMirror_FW
0xf8085650,j_CreateUserSettingMirror_FW
0xf8085654,PrintAdjKabotanInfo_FW
0xf80856e4,WRITEADJTABLETOFROM_FW
0xf8085718,j_WRITEADJTABLETOFROM_FW
0xf808571c,WRITEADJUSTMENTDATATOFROM_FW
0xf8085750,WRITEUSERSETTINGDATATOFROM_FW
0xf8085b50,GetDCPAdjOffset_FW
0xf8085fb8,GetAdjustmentOffset_FW
0xf8085fc0,GetProductID_FW
0xf8085fdc,GetAdjDataAreaAddress_FW
0xf8085ff8,CreateUserSettingMirror_FW
0xf8089e64,InitializeTestRec_FW
0xf8089ed0,TerminateTestRec_FW
0xf808a86c,Initializedccd_FW
0xf808a86c,InitializeDigicon_FW
0xf808a978,Terminatedccd_FW
0xf808a978,TerminateDigicon_FW
0xf808a9e4,ExecuteDigicon_FW
0xf808b0b4,Executedccd_FW
0xf808b144,GetdccdImage_FW
0xf808b334,GetdccdFilterValue_FW
0xf808b420,j_InitializeTestRec_FW
0xf808b424,j_TerminateTestRec_FW
0xf808b428,ExecuteTestRec_FW
0xf808b43c,ExecuteTestRecCF_FW
0xf808b43c,ExecuteTestRecSD_FW
0xf808b454,ExecuteTestRecWithInteg_FW
0xf808b46c,ExecuteTestRecSw1_FW
0xf808b4b8,GetTestRecCrawAddress_FW
0xf808b4c4,CalculateTestRecYUVData_FW
0xf808b4e4,SetTestRecSkimmingYUV_FW
0xf808b52c,ExecuteTestRecDevelopProcess_FW
0xf808b578,j_Initializedccd_FW
0xf808b578,j_InitializeDigicon_FW
0xf808b5dc,j_Terminatedccd_FW
0xf808b5dc,j_TerminateDigicon_FW
0xf808b5e0,j_ExecuteDigicon_FW
0xf808b5e4,j_Executedccd_FW
0xf808b5e8,j_GetdccdImage_FW
0xf808b5ec,j_GetdccdFilterValue_FW
0xf808b5f0,ResetRegistNoticeCBR_FW
0xf808b600,RegistFirmScanNoticeCBR_FW
0xf80903e8,task_FsIoNotifyTask
0xf8093818,GetDrive_ClusterSize
0xf8093848,GetDrive_TotalClusters
0xf8093870,GetDrive_FreeClusters
0xf8093aa8,MakeSDCardBootable
0xf8093bb4,task_SD1stInit
0xf8098284,task_ImgPlayDrv
0xf80993fc,task_RedEyeCapt
0xf809bb60,StartCzTuning_FW
0xf809bb68,MoveCzPeakPositon_FW
0xf809bb70,CzDebugPrint_FW
0xf809bb70,SetCzDebugFocusMode_FW
0xf809bb70,SetCzDebugSubjectDistance_FW
0xf809bb84,CzDebugPrintToFile_FW
0xf809c260,IsLensOutside_FW
0xf809c284,task_LensController
0xf809d764,GetFocusStartZoomPosition_FW
0xf809de94,task_MechaAlarm
0xf809e3ac,task_ISMainTask
0xf809e6c0,ISInitMotion_FW
0xf809eea4,GetISPWMFrequency_FW
0xf809eee8,StartISLocalAutoCenter_FW
0xf809ef28,StartISLocalHallAdjust_FW
0xf809f244,GetGyroDataPitch_FW
0xf809f260,GetGyroDataYaw_FW
0xf809f294,GetGyro10BitDACPitch_FW
0xf809f2a0,GetGyro10BitDACYaw_FW
0xf809f2cc,GetGyroHPFINOffsetPitch_FW
0xf809f2e8,GetGyroHPFINOffsetYaw_FW
0xf809f304,GetGyroHPFINPitch_FW
0xf809f360,GetGyroHPFINYaw_FW
0xf809f924,GetDISModeParameter_FW
0xf809faec,GetFixedPWMOutA_FW
0xf809faf8,GetFixedPWMOutB_FW
0xf80c1810,task_CaptSeq
0xf80c1810,task_CaptSeqTask
0xf80cbd04,SSFS_CompleteCaptModeChange_FW
0xf80cbd04,SSFS_CompleteFileWrite_FW
0xf80cbd04,SSFS_CompletePreCapt_FW
0xf80cbd04,SSFS_CompleteStopDigZoom_FW
0xf80cbd04,SSFS_CompleteStopZoom_FW
0xf80cbd04,SSFS_CompleteSynchroWrite_FW
0xf80cbd04,SSFS_NextShotAvailable_FW
0xf80cbd04,SSFS_ShootPicture_FW
0xf80cbd80,task_SsTask
0xf80cc584,PT_PlaySound
0xf80ce37c,EpilogShow_FW
0xf80ce674,EpilogFile_FW
0xf80ce6a0,task_Epilog
0xf80ce6dc,EpilogMenu_FW
0xf80d0150,ExecuteShutDownPropertyService_FW
0xf80d0494,WriteToRom_FW
0xf80d0530,EraseRom_FW
0xf80d0618,GetRomID_FW
0xf80d07e4,UnLoadScript_FW
0xf80d08d0,Printf_FW
0xf80d08dc,LoadScript_FW
0xf80d0f58,ExMem.View_FW
0xf80d1434,ExMem.AllocUncacheable_FW
0xf80d1570,ExMem.FreeUncacheable_FW
0xf80d1584,exmem_alloc
0xf80d15ec,ExMem.AllocCacheable_FW
0xf80d15fc,exmem_free
0xf80d1674,ExMem.FreeCacheable_FW
0xf80d2190,SetHPTimerAfterNow
0xf80d2210,SetHPTimerAfterTimeout
0xf80d2298,CancelHPTimer
0xf80d2a88,RegisterEventProcedure
0xf80d2bb0,ExecuteEventProcedure
0xf80d2c28,ExecuteEventProcedure_FW
0xf80d34f0,ExportToEventProcedure_FW
0xf80d34fc,CreateProxyOfEventProcedure_FW
0xf80d3554,DeleteProxyOfEventProcedure_FW
0xf80d3774,PutsCameraLogEvent_FW
0xf80d37b8,ShowCameraLogInfo_FW
0xf80d3824,ShowCameraLog_FW
0xf80d3874,StartCameraLog_FW
0xf80d3a3c,StopCameraLog_FW
0xf80d3a9c,LogCameraEvent
0xf80d4070,task_OpePlay
0xf80d41f8,OpLog.Stop_FW
0xf80d4224,OpLog.WriteToROM_FW
0xf80d4254,j_OpLog.WriteToROM_FW
0xf80d4288,OpLog.ReadFromROM_FW
0xf80d42f0,OpLog.ReadFromSD_FW
0xf80d4734,OpLog.WriteToSD_FW
0xf80d4cbc,OpLog.Get_FW
0xf80d4cdc,OpLog.GetUsrSet_FW
0xf80d4d9c,OpLog.Play_FW
0xf80d4f88,OpLog.Start_FW
0xf80d506c,OpLog.Terminate_FW
0xf80d5790,task_WdtPrint
0xf80d5844,task_WdtReset
0xf80d5904,StartWDT_FW
0xf80d5964,StopWDT_FW
0xf80d5a64,GetBuildDate_FW
0xf80d5a6c,GetBuildTime_FW
0xf80d5a74,GetFirmwareVersion_FW
0xf80d5ae4,GetInternalFirmwareVersion_FW
0xf80d5b7c,CheckSumAll_FW
0xf80d5d64,RomCheckSum_FW
0xf80d6610,task_EvShel
0xf80d66c4,NewTaskShell
0xf80d6724,NewTaskShell_FW
0xf80d6bb8,SetPropertyCase
0xf80d6d40,GetPropertyCase
0xf80d7688,task_
0xf80d76e4,StartupEekoSystem_FW
0xf80d7968,task_CtrlSrv
0xf80d8324,CreateController_FW
0xf80d8408,DeleteController_FW
0xf80d8510,MoveControllerToTopOfZOrder_FW
0xf80d85b8,CtrlMan_ChangeZOrder_FW
0xf80d8650,GetSelfControllerHandle_FW
0xf80d905c,PostLogicalEventForNotPowerType
0xf80d905c,PostLogicalEventForNotPowerType_FW
0xf80d90a8,PostLogicalEventToUI
0xf80d90a8,PostLogicalEventToUI_FW
0xf80d9290,PostEventShootSeqToUI_FW
0xf80d92ec,ShowLogicalEventName_FW
0xf80db1a0,set_control_event
0xf80db550,IsControlEventActive_FW
0xf80db5c0,SetLogicalEventActive
0xf80db5c0,UiEvnt_SetLogicalEventActive_FW
0xf80db610,SetScriptMode
0xf80db610,SetScriptMode_FW
0xf80db680,UiEvnt_StartDisguiseCradleStatus_FW
0xf80db690,UiEvnt_StopDisguiseCradleStatus_FW
0xf80db7c8,UnlockMainPower
0xf80db7c8,UnlockMainPower_FW
0xf80db874,LockMainPower
0xf80db874,LockMainPower_FW
0xf80db8e8,SetAutoShutdownTime
0xf80db8e8,SetAutoShutdownTime_FW
0xf80dbf9c,PTM_AllResetToFactorySetting_FW
0xf80dbfac,j_PTM_AllReset_FW
0xf80dc3a0,PTM_SetCurrentCaptureMode_FW
0xf80dc4e4,j_PTM_GetWorkingCaptureMode_FW
0xf80dc4ec,j_PTM_SetCurrentItem_FW
0xf80dc4f8,PTM_GetCurrentItem_FW
0xf80dc564,j_PTM_NextItem_FW
0xf80dc568,j_PTM_PrevItem_FW
0xf80dc57c,j_PTM_IsEnableItem_FW
0xf80dc580,j_PTM_SetProprietyEnable_FW
0xf80dc598,j_PTM_BackupUIProperty_FW
0xf80dc5a0,PTM_RestoreUIProperty_FW
0xf80dd7c0,GUISrv_StartGUISystem
0xf80dd7c0,GUISrv_StartGUISystem_FW
0xf80ddf6c,RefreshPhysicalScreen
0xf80def44,ScreenLock
0xf80defa8,ScreenUnlock
0xf80df560,StartPlayModeMenu_FW
0xf80df57c,StartRecModeMenu
0xf80df57c,StartRecModeMenu_FW
0xf80df674,ShutdownRecModeMenu_FW
0xf80df8cc,ShutdownPlayModeMenu_FW
0xf80dfa20,ShutdownPlayModeMenuWithoutPbRedraw_FW
0xf80e7a58,SetCurrentCaptureModeType
0xf80e7a58,SetCurrentCaptureModeType_FW
0xf80e91a8,GetCurrentCaptureModeType_FW
0xf80e9a28,task_FaceFrame
0xf80ec828,TurnOnBackLight
0xf80ec840,TurnOffBackLight
0xf80efe3c,task_DSITask
0xf80f0280,mktime_ext
0xf80f02cc,strftime
0xf80f0bb4,sscanf_FW
0xf80f0bd0,atol_FW
0xf80f0bdc,strcat
0xf80f0ca8,memset
0xf80f0ca8,memset_FW
0xf80f70dc,GetCurrentShutterSpeed_FW
0xf80f73d8,GetCurrentExposureTime_FW
0xf80fbef4,task_WBIntegTask
0xf8104904,task_BrtMsrTask
0xf8108644,ExpCtrlTool.SetExpMode_FW
0xf810cfa0,task_ExpDrv
0xf810cfa0,task_ExpDrvTask
0xf8116260,task_WBCR2Calc
0xf81220ac,task_WBLPFace
0xf812639c,task_OBCtrlTask
0xf8127a94,task_DetectMoveTask
0xf81293b4,task_ChaseFrame
0xf812bf08,task_DispFace
0xf812fea0,task_DevelopModule
0xf81368a0,task_EFChargeT
0xf8136be8,EF.IsChargeFull_FW
0xf8136be8,IsStrobeChargeCompleted
0xf8138df8,MovieAF.Suspend_FW
0xf8138e0c,MovieAF.Resume_FW
0xf813a8c0,task_AfIntSrvTask
0xf816ab08,task_GapBS
0xf816bc04,E2LatOn_FW
0xf816bd40,ActivateImager_FW
0xf816bdd8,ActivateImagerXOne_FW
0xf816bec0,QuietImager_FW
0xf816bfa8,CancelImager_FW
0xf816bfcc,ChangeImagerToWholeParallel_FW
0xf816bfd4,ChangeImagerToWholeParallelBP_FW
0xf816bfdc,ChangeImagerToWholeParallelBPOne_FW
0xf816bfe4,ChangeImagerToCombiParallel_FW
0xf816bfec,ChangeImagerToWideDraft_FW
0xf816bff4,ChangeImagerToFocusJet_FW
0xf816bffc,ChangeImagerToMangoPudding_FW
0xf816c004,ChangeImagerToSuperWideDraft_FW
0xf816c00c,ChangeImagerToHoneyFlash_FW
0xf816c014,ChangeImagerToMillefeAdjust_FW
0xf816c01c,ChangeImagerToDigiconMode_FW
0xf816c01c,ChangeImagerToOITA_XAVIER_FW
0xf816c024,ChangeImagerToAlternateDraft_FW
0xf816c02c,ChangeImagerToUltraGhostQ_FW
0xf816c034,ChangeImagerToMontblancWhole_FW
0xf816c03c,ChangeImagerToMontblancMillefe_FW
0xf816c044,ChangeImagerToMontblancMovie_FW
0xf816c04c,ChangeImagerToHarleyDavidson_FW
0xf816c054,ChangeImagerToMachDashV_FW
0xf816c05c,ChangeImagerToFantaJungle_FW
0xf816c064,ChangeImagerToHoneyFlashDark_FW
0xf816c06c,ChangeImagerToRoadKing_FW
0xf816c07c,ChangeImagerToFalconJump_FW
0xf816c084,ChangeImagerToSpriteSunshine_FW
0xf816c08c,ChangeImagerToHealthyVegetable_FW
0xf816c0b8,j_E2LatOn_FW
0xf816dedc,task_SsgMainTask
0xf816e09c,task_SsgPeriodTask
0xf8174450,task_TgTask
0xf817bf50,task_LiveImageTask
0xf817e0bc,task_SyncPeriod
0xf817e150,task_SynchTask
0xf817fed0,task_TimerUtility
0xf8184a48,task_PTPtoFAPI_EventProcTask_Try
0xf8184aec,task_PTPtoFAPI_EventProcTask_Block
0xf81875d8,add_ptp_handler
0xf818c350,task_NormalThumbCache
0xf81907d8,task_TrnsCtrlTask
0xf819b5a4,task_ComWireless
0xf81a1480,task_IMLApp
0xf81a6ea8,ConnectPtpIPService_FW
0xf81a6eb4,DisconnectPtpIPService_FW
0xf81a77b8,RequestDisconnectPTPIP_FW
0xf81a789c,RequestConnectPTPIP_FW
0xf81a78e4,RequestConnectPTPIPDef_FW
0xf81a7994,RegisterNotifyConnectPTPIP_FW
0xf81a7994,RegisterNotifyPTPIP_FW
0xf81a79bc,RegisterResponseConnectPTPIP_FW
0xf81a79bc,RegisterResponsePTPIP_FW
0xf81a79e4,TerminatePTPIPTransportResponder_FW
0xf81a7a6c,InitializePTPIPTransportResponder_FW
0xf81a80c8,task_SelectFuncController
0xf81a85c0,task_WebServiceApp
0xf81a9abc,ExecuteResetFactoryWithRomWrite_FW
0xf81a9ad4,ExecuteResetFactory_FW
0xf81a9aec,j_ExecuteShutDownPropertyService_FW
