0xff810da8,memShow_FW
0xffad1508,j_IsFocusLensOutSidePosition_FW
0xffad1540,j_SetFocusResetState_FW
0xffad1dd0,SetScanLensIndex_FW
0xffad1ed8,SetScanWindowMode_FW
0xffad20ac,SelectAdjBPFilter_FW
0xffad20cc,SetAdjAFWinPos_FW
0xffad210c,SetBPFilterForBP_FW
0xffad212c,CancelBPFilterForBP_FW
0xffad2210,StartAdjAFService_FW
0xffad2344,StopAdjAFService_FW
0xffad2618,StopAdjAFInteg_FW
0xffad2690,GetAdjAFInteg_FW
0xffad29f8,StopCustomScan_FW
0xffad2a24,StartCustomScan_FW
0xffad2a9c,StartCrwCustomScan_FW
0xffad30cc,PrintScanTable_FW
0xffad3160,PrintMultiWinScanTable_FW
0xffad3668,GetExStrobeID_FW
0xffad3670,IsExStrobeChargeComp_FW
0xffad3678,SetExStrobeMode_FW
0xffad367c,CancelExStrobeMode_FW
0xffad3680,j_ReloadEfAdjustment_FW
0xffad36b8,ChargeStrobe_FW
0xffad36ec,ChargeStrobeForFA_FW
0xffad3738,StopStrobeChargeForFA_FW
0xffad3758,ExecuteInternalPreFlash_FW
0xffad37e0,j_ReloadColorAdjustment_FW
0xffad389c,RegistColorMatrix_FW
0xffad38d4,UnregistColorMatrix_FW
0xffad3a40,ShowCurrentExp_FW
0xffad3a98,SetAE_ShutterSpeed
0xffad3a98,SetAE_ShutterSpeed_FW
0xffad3b5c,FocusAEWithCompensation_FW
0xffad3bd4,SetAE_CdsGainValue_FW
0xffad3c88,FixAEWithCompensation_FW
0xffad3ce8,SetAdj_AEMode_FW
0xffad3d20,CancelAdj_AEMode_FW
0xffad3d70,PreFixAE_FW
0xffad3f04,AfAEWithAperturePriority_FW
0xffad3f48,AdjAEWithAperturePriority_FW
0xffad3fa0,SleepAE_FW
0xffad40f4,AfAEWithCompensation_FW
0xffad41e8,GetVideoOutType_FW
0xffad4240,SwitchOffDisplay_FW
0xffad4278,SwitchOnDisplay_FW
0xffad4310,SetVideoOutType_FW
0xffad4318,IsEVFDrive_FW
0xffad4340,StopEVFDrive_FW
0xffad45fc,StartEVFDriveWithMode_FW
0xffad4640,StartEVFDrive_FW
0xffad4690,IsEvfDriveMode_FW
0xffad4860,GetSumYOfVRAMCenterLine_FW
0xffad48c8,j_GetVRAMHPixelsSize_FW
0xffad48cc,j_GetVRAMVPixelsSize_FW
0xffad48d0,j_StopContinuousVRAMData_FW
0xffad494c,GetContinuousVRAMData_FW
0xffad5044,GetPixelsOfViewangle_FW
0xffad50e8,GetContinuousVRAMDataWithRingBuffer_FW
0xffad517c,j_GetMovieJpegVRAMHPixelsSize_FW
0xffad5180,j_GetMovieJpegVRAMVPixelsSize_FW
0xffad52a8,GetContinuousMovieJpegVRAMData_FW
0xffad5320,ChangeDistortionSetForLiveImage_FW
0xffad5550,Bat_VIN_FW
0xffad5550,SetInputVoltage_FW
0xffad5564,Bat_Save_FW
0xffad5564,SaveBatSenseOffsetAdjustmentTable_FW
0xffad5574,SetImageMode_FW
0xffad557c,SetDate_FW
0xffad56bc,SetYear_FW
0xffad571c,SetMonth_FW
0xffad5778,SetDay_FW
0xffad57e0,SetHour_FW
0xffad5844,SetMinute_FW
0xffad58a8,SetSecond_FW
0xffad590c,GetYear_FW
0xffad593c,GetMonth_FW
0xffad5968,GetDay_FW
0xffad5990,GetHour_FW
0xffad59b8,GetMinute_FW
0xffad59e0,GetSecond_FW
0xffad5a08,SetLangMenuType_FW
0xffad5a50,SaveBmpVRAMData_FW
0xffad5e00,SavePaletteData
0xffad5e00,SavePaletteData_FW
0xffad5e98,SaveFromImage_FW
0xffad60bc,SetFactorySerialNumber_FW
0xffad60cc,LoadFactoryNumber_FW
0xffad6168,LoadSerialNumber_FW
0xffad6254,GetLastVBatADLevel_FW
0xffad625c,j_GetVBatVoltage_FW
0xffad6260,SaveFactoryReserveData_FW
0xffad62c0,j_GetDCPAdjOffset_FW
0xffad6ce8,GetUnpackCrwIntegralValue_FW
0xffad6dc0,GetUnpackCrwIntegralValueForShading_FW
0xffad6e40,GetCaptureInfoData_FW
0xffad6eac,ReloadShadingAdjustmentData_FW
0xffad6ed0,ReloadDefectAdjustmentData_FW
0xffad6f14,InitializeDefectAdjustment_FW
0xffad6f24,TerminateDefectAdjustment_FW
0xffad70d0,DevelopStillPicture_FW
0xffad71cc,GetISGyroYawOffset_FW
0xffad71d4,GetISGyroPitchOffset_FW
0xffad71ec,HitISLensAgainstRightEdge_FW
0xffad7200,HitISLensAgainstLeftEdge_FW
0xffad7214,HitISLensAgainstBottomEdge_FW
0xffad7228,HitISLensAgainstTopEdge_FW
0xffad724c,MoveISLensToRightLimitPosition_FW
0xffad7260,MoveISLensToLeftLimitPosition_FW
0xffad7274,MoveISLensToBottomLimitPosition_FW
0xffad7288,MoveISLensToTopLimitPosition_FW
0xffad729c,j_StopBDrive_FW
0xffad729c,j_StopISDrive_FW
0xffad72a0,j_StartBDrive_FW
0xffad72a0,j_StartISDrive_FW
0xffad72a4,j_GetISHallDeviceYawGain_FW
0xffad72a8,j_GetISHallDevicePitchGain_FW
0xffad72ac,j_GetISHallDeviceYawOffset_FW
0xffad72b0,j_GetISHallDevicePitchOffset_FW
0xffad72b4,WriteHallDeviceAdjustment_FW
0xffad72ec,j_GetISGyroYawGain_FW
0xffad72f0,j_GetISGyroPitchGain_FW
0xffad72f4,WriteGyroAdjustment_FW
0xffad7368,j_GetISYawPWM_FW
0xffad736c,j_GetISPitchPWM_FW
0xffad7370,WritePWMAdjustment_FW
0xffad73a0,SetISPitchPWM_FW
0xffad73b4,SetISYawPWM_FW
0xffad73c8,SetISGyroYawGain_FW
0xffad73dc,SetISGyroPitchGain_FW
0xffad73ec,SetISGyroYawOffset_FW
0xffad73f0,SetISGyroPitchOffset_FW
0xffad73f8,SetISHallDeviceYawGain_FW
0xffad740c,SetISHallDevicePitchGain_FW
0xffad7420,SetISHallDeviceYawOffset_FW
0xffad7434,SetISHallDevicePitchOffset_FW
0xffad7444,SetZoomPointToIS_FW
0xffad7454,j_StartISAdjustmentDrive_FW
0xffad7458,j_StopISAdjustmentDrive_FW
0xffad745c,j_StartBPanDrive_FW
0xffad745c,j_StartISPanDrive_FW
0xffad7460,j_StopBPanDrive_FW
0xffad7460,j_StopISPanDrive_FW
0xffad7464,j_SearchBCentralPosition_FW
0xffad7464,j_SearchISLensCentralPosition_FW
0xffad7468,j_MoveISLensToCentralPosition_FW
0xffad746c,j_GetISShiftLensPitchPosition_FW
0xffad7470,j_GetISShiftLensYawPosition_FW
0xffad7474,j_GetISLensEViAaxis_FW
0xffad7478,j_GetISLensEViBaxis_FW
0xffad747c,j_GetISLensCorrectedEViAaxis_FW
0xffad7480,j_GetISLensCorrectedEViBaxis_FW
0xffad7484,j_GetISLensDampAaxis_FW
0xffad7488,j_GetISLensDampBaxis_FW
0xffad7494,SetISCutOffFreqIndex_FW
0xffad7494,SetISHPFCutOffFreqIndex_FW
0xffad74a4,SetISLPFCutOffFreqAaxis_FW
0xffad74b4,SetISLPFCutOffFreqBaxis_FW
0xffad74c8,SetLPFForParallelFilter_FW
0xffad74e4,ChangeFilterMode_FW
0xffad74ec,j_ClearISCalcZData_FW
0xffad750c,HitISMechaEdgeInOpenControl_FW
0xffad751c,j_ChangeToISCloseControl_FW
0xffad76a0,SetISGyro10BitDACPitch_FW
0xffad76bc,SetISGyro10BitDACYaw_FW
0xffad76d8,SetISGyroHPFINOffsetPitch_FW
0xffad76f4,SetISGyroHPFINOffsetYaw_FW
0xffad7708,j_GetISGyroDataPitch_FW
0xffad7710,j_GetISGyroDataYaw_FW
0xffad7718,j_GetISGyroHPFINPitch_FW
0xffad7720,j_GetISGyroHPFINYaw_FW
0xffad7770,j_GetISGyro10BitDACPitch_FW
0xffad7778,j_GetISGyro10BitDACYaw_FW
0xffad7780,j_GetISGyroHPFINOffsetPitch_FW
0xffad7788,j_GetISGyroHPFINOffsetYaw_FW
0xffad7798,SetISGyroFilterCharge_FW
0xffad77c0,SetISTuningMode_FW
0xffad77d8,SetISTuningOff_FW
0xffad77f8,SetISGyroCompensationMode_FW
0xffad7894,j_CancelLoopGainCalc_FW
0xffad78b4,CalcLoopGain_FW
0xffad798c,SetLoopGain_FW
0xffad79a4,GetLoopGain_FW
0xffad79c0,SetISLensPWMMode_FW
0xffad79cc,GetGyroFilterChargeStatus_FW
0xffad7a88,InitializeMechaDevice_FW
0xffad7ac0,TerminateMechaDevice_FW
0xffad7b30,CreateJumptable
0xffae9744,task_ReadFileTask
0xffaed9f4,task_EfctConTask
0xffaedb90,task_EfctConLowTask
0xffaee384,MoveDCMotorCW_FW
0xffaee3f4,MoveDCMotorCCW_FW
0xffaeef88,GetFocusLensResetVoltage_FW
0xffaf16c4,task_MovRead
0xffaf2fe0,task_AviRead
0xffb07e00,_log10
0xffb07f70,_pow
0xffb08ebc,_log
0xffb0a224,_sqrt
